humane 6
uniting 13
politic 3
corporate 4
establishing 21
structure 35
materially 8
forms 246
congregation 6
brotherhood 18
bonds 50
institution 17
christianity 5
potent 7
galilee 1
multitude 8
describing 16
jerusalem 7
covenant 6
strictly 14
pilgrims 17
plymouth 9
mayflower 3
compact 19
agreement 64
incorporating 1
annexed 4
likewise 28
congregations 3
faithful 16
offshoots 2
covenants 2
roger 6
williams 7
anne 10
hutchinson 15
narragansett 2
incorporation 3
thomas 30
hooker 6
newtown 1
blazed 6
merrimac 3
emigrants 5
parchment 7
sealing 7
hartford 12
windsor 2
wethersfield 2
fundamental 19
peacefully 8
drafted 18
shore 10
agreeing 6
scriptures 7
benefit 42
profit 19
collect 23
assemble 7
sustain 13
partners 7
maryland 41
catholic 10
baltimore 17
blessed 9
toleration 12
mild 46
carteret 1
tireless 5
labors 18
patronage 9
clarendon 2
governed 19
colonists 62
sorts 23
yeomen 5
owners 43
stocks 15
goods 78
scholars 2
cambridge 7
baronial 3
puritans 19
labored 12
separatists 1
baptists 3
catholics 7
clung 17
religion 31
fathers 17
arbitrary 16
stuart 5
nationalities 9
populations 7
augmented 3
wanderers 1
invaded 18
anglican 6
clergymen 3
lament 5
spreads 51
northern 82
carolinians 1
quakers 5
tarrying 1
presbyterians 4
ancestors 7
cromwell 3
conqueror 9
sword 41
nourished 13
enjoying 17
manufacture 16
woolen 14
worship 5
ban 4
export 12
parliament 62
eighteenth 19
reckoned 25
chiefly 125
interior 52
upland 6
regions 31
industrious 8
planters 55
manufactures 41
flourishing 19
supple 7
inroads 2
poet 2
toil 14
natures 2
tuned 4
song 36
defenders 5
carpenters 9
minuit 1
motherland 1
wesel 1
jacob 4
leisler 1
uprising 12
frankfort 2
wholesale 6
founding 8
diligent 6
thrifty 3
cultivate 4
peasants 121
germantown 4
rhinebeck 1
inducements 1
princes 11
alarmed 28
influx 4
foreigners 21
majority 115
protestants 6
germany 67
controversies 14
oppression 11
poverty 25
skilled 20
industries 62
dotted 7
mingle 4
clannish 1
irritated 17
agitations 2
collisions 3
sections 52
bulk 7
racial 1
strains 11
varying 29
numerical 3
huguenots 5
fleeing 12
decree 17
penalties 10
ireland 14
celtic 3
neighbors 27
revered 1
boatload 2
sustained 27
constant 65
fort 18
albany 14
jews 9
spain 71
portugal 5
filter 2
mayor 13
council 74
forbade 14
retail 1
prohibited 16
newport 3
charleston 24
hospitable 6
jewish 4
consisting 24
prohibitions 1
conquest 26
inhabitants 78
descendants 5
tenaciously 4
capacious 1
farmhouses 2
ovens 1
melting 11
pot 5
historic 38
voyage 11
capitalists 12
finance 23
cabot 3
yeomanry 2
exceptions 15
gratify 4
indentured 12
tens 16
barrier 23
shipowners 4
kitchens 5
workshops 6
bondage 14
ranging 6
baltimores 1
penns 1
carterets 1
promoters 7
workers 38
nationality 9
inducement 1
increase 110
bondmen 13
differed 9
serfs 78
feudal 15
disabilities 9
impose 6
imposed 33
freemen 4
citizen 25
racing 4
gambling 6
unlawful 8
whipped 5
fined 3
restricted 27
bondman 2
consent 50
assigned 18
infraction 1
indentures 1
masters 37
unfair 9
wrestle 3
mechanics 24
dependence 17
transported 7
involuntary 25
resorted 8
connived 2
kidnapping 1
cities 75
officially 8
spirited 11
victims 8
profitable 6
orphans 2
dependents 3
disposed 18
unwilling 10
support 99
shipped 5
gruesome 1
lurked 2
tragedies 1
romances 1
husbands 13
smiths 5
weavers 2
swallowed 10
forcibly 9
peerage 1
kidnapped 1
deported 3
lieu 7
fines 4
ineffectually 1
evils 16
offenders 8
unduly 11
luckless 3
purloined 2
rascals 7
criticized 6
revolted 2
cavaliers 1
championed 4
revolutionists 7
monarchy 18
uprisings 5
african 6
rivaling 1
whites 12
discarded 4
auction 3
chattel 5
root 21
recognized 78
africans 3
inordinate 1
zeal 23
traders 16
africa 23
ports 43
annually 7
brethren 6
overrun 2
importation 18
futile 14
vetoed 6
disapproval 8
rebuffs 2
petition 32
vein 111
inhumanity 1
encouragement 7
sentiments 14
humbly 3
beseech 3
restraints 8
governors 30
inhibit 5
assenting 2
pernicious 4
protests 37
amounted 8
thirds 40
diminished 42
approximately 9
freedmen 14
unfavorable 8
servile 8
economy 21
plantations 27
oppose 11
commodities 10
carriers 6
rutledge 2
enriches 4
judges 32
oliver 2
ellsworth 4
distinguished 60
spokesman 5
vols 27
fiske 14
faust 2
ford 7
tyler 14
usher 1
individuals 31
compare 28
serfdom 1
favored 37
charters 11
macdonald 39
documentary 15
pp 308
analyze 6
hewins 1
borgeaud 1
lobingier 1
chaps 6
review 45
biographical 12
bradford 2
stuyvesant 1
encyclopedia 4
contemporary 8
callender 23
karl 9
geiser 1
redemptioners 1
yale 4
supplement 5
significance 86
tenure 20
divided 120
exercises 16
culture 36
societies 16
characterized 15
owned 17
intact 19
primogeniture 2
eldest 25
prevented 42
subdivision 3
owning 6
tenantry 3
inevitable 58
landlords 5
maintain 44
tenants 7
livelihood 10
experiments 14
tillage 4
plow 8
entirety 7
existed 39
experiment 25
communism 4
feudalism 2
tilled 14
motto 5
distributing 17
communistic 4
failures 5
lazy 4
idled 1
meals 4
issued 55
manifesto 15
banished 7
starve 4
communal 2
lasted 28
corn 42
refusing 16
neighbor 28
excursions 4
ownership 26
abandon 30
complicated 26
communist 1
quit 11
rents 8
manors 8
seaboard 27
lots 7
proportions 10
consequently 28
parcels 4
lump 10
tribute 16
exchequer 1
claimed 20
revenues 9
amounting 8
freeholders 8
irritation 61
grievances 15
plots 5
originated 10
extensive 45
concessions 14
patroons 1
rensselaer 1
cortlandt 1
entitled 15
legislature 73
meted 1
vast 40
expanse 8
barony 1
dominant 7
section 115
freehold 23
outright 12
possessor 9
abundance 15
scarcity 4
network 12
stony 6
valleys 11
conspired 5
moderate 26
dependency 2
freeholds 2
bid 5
selling 14
cherished 14
unit 8
types 32
pursuit 20
cultivated 10
resembled 8
farmer 26
forests 42
amounts 6
factors 23
cash 10
silverware 2
cutlery 1
markets 44
ripe 5
enjoyment 20
gifted 7
totally 7
crops 23
warrant 14
corps 48
hatters 1
makers 8
potters 2
neighboring 18
sugar 49
yeoman 1
hunger 26
appeased 3
expert 5
fertile 15
foothold 2
rivers 19
breakers 2
explorers 2
fired 35
hunters 13
squatters 4
wills 13
traversed 4
lawful 15
purchased 14
singly 12
springfield 3
barrington 2
outpost 3
adjoined 1
radiated 5
mohawk 2
brunswick 1
trenton 5
waterways 6
schuylkill 1
berks 1
susquehanna 3
harrisburg 1
tier 5
pittsburgh 9
cultivation 13
rice 20
piedmont 1
plateau 3
southward 5
ridge 4
shenandoah 1
mountain 15
oncoming 1
seekers 9
alleghanies 3
harbingers 1
invasion 41
mighty 25
nimrod 1
daniel 53
buffaloes 1
pairs 8
groups 67
transylvania 3
emulating 2
congress 424
farming 17
pursuits 7
staple 4
textiles 2
centers 20
candles 27
textile 8
hardship 6
pioneering 3
exclusively 19
wool 35
flax 6
coman 17
historian 35
workshop 4
wove 3
serges 1
kerseys 1
linsey 1
woolseys 1
manufactured 6
indies 18
dyeing 1
weaving 6
fulling 1
carding 1
swedes 5
whit 3
yankee 5
overestimated 3
statesmen 33
monopoly 12
coarser 1
customers 3
rivals 10
germ 7
clothe 3
handsomely 2
submitting 9
designs 15
breasts 2
picturesque 6
lynn 2
forge 11
boston 62
smelting 1
litchfield 1
lenox 1
shrewsbury 1
forges 5
lapsed 3
spotswood 1
tubal 1
cain 1
foundry 1
ware 3
anchors 1
pig 8
islands 33
shipbuilding 5
specialized 2
fir 6
masts 2
timbers 3
tar 6
turpentine 5
hemp 11
shipbuilder 1
amsterdam 3
shipyards 2
newburyport 1
salem 1
bedford 2
providence 20
poughkeepsie 1
wilmington 1
outdistanced 1
pace 37
cedar 2
fishing 10
fisheries 5
sailors 22
indomitable 1
seamanship 2
harpoon 2
edmund 12
burke 22
fishery 1
tumbling 1
behold 4
frozen 14
davis 18
straits 4
antipodes 1
heat 74
poles 11
longitude 2
brazil 4
vexed 20
toils 4
perseverance 5
dexterous 3
perilous 3
mode 17
lemons 1
raisins 5
consumption 3
traded 3
molasses 12
raw 51
thriving 6
rum 17
stimulated 14
enlarging 3
craft 13
shipwrights 2
calkers 1
widening 3
centered 12
maritime 5
oceanic 1
rivaled 3
gleaned 1
enterprising 4
routes 13
broadly 3
pine 7
flour 13
furs 10
pork 3
astounding 12
sarcastic 11
sneering 2
dish 11
onions 1
seed 14
indigo 2
sprinkle 1
composition 11
sawdust 1
jumble 1
discordant 4
import 14
distilleries 1
imported 9
located 22
willings 1
amorys 1
hancocks 1
faneuils 1
livingstons 2
lows 1
competitors 4
navy 36
mettlesome 2
contend 2
shield 7
interference 77
exports 5
twelfth 9
purchases 8
imports 11
intercolonial 4
transportation 20
costly 7
harbors 5
lively 16
comparative 6
sloops 1
skirted 4
coasts 4
navigable 3
timber 14
sailings 1
favorably 5
liverpool 6
statistical 1
guesses 1
norfolk 2
counted 19
prophecy 11
urban 5
williamsburg 1
gentry 17
score 15
log 19
courthouse 1
litigants 1
sessions 8
exercised 17
concerted 3
controversy 31
discussion 28
mingling 10
townsmen 1
currents 4
bishop 7
bogart 4
bruce 4
semple 1
geographical 8
weeden 2
parceled 1
interstate 18
rev 5
vol 81
moore 12
unremitting 1
scant 4
leisure 16
arts 17
sciences 14
treasuries 2
museums 3
meager 6
lift 28
clearings 3
redoubled 5
lengthening 6
eloquent 12
testimony 7
intellect 18
critical 19
adamses 1
morrises 1
hamilton 75
franklin 53
madison 44
randolphs 1
pinckneys 1
fostered 5
depth 28
surmounted 3
adams 77
otis 9
propagandists 1
patriot 16
abundant 24
impelling 1
stimulating 12
clergy 18
sundays 8
taught 19
pamphlets 13
clerical 6
spiritual 27
supreme 66
overbear 1
sects 3
dominance 9
denomination 3
stronghold 2
prescribed 23
councilors 3
appendages 6
aristocracy 15
vestries 1
infrequently 13
protestant 3
dissenters 8
sufferance 1
covertly 1
tolerated 8
outnumbered 2
adherents 6
sanctioned 4
supported 38
anglicans 4
embracing 14
fifteenth 18
exerted 11
enhance 4
bishops 4
archbishops 2
appointed 85
missionaries 10
loyal 17
counteract 8
bulwark 2
augment 2
unhappily 3
memories 29
puritanism 3
unity 16
essaying 1
reformers 23
pastor 2
secular 4
uniformity 6
enforced 12
fearful 7
denunciations 1
faithless 1
mather 1
observance 4
sabbath 3
worldly 13
earthly 10
pike 6
ungodly 1
jail 7
disfavor 5
annulled 7
wrested 3
elect 8
abolished 23
limiting 5
qualification 9
episcopalian 2
monarchist 1
sympathies 11
denominations 5
elections 37
applied 199
professed 6
christians 7
tenets 1
almighty 8
creator 6
upholder 1
ruler 19
circumstance 5
moravians 2
lutherans 1
intrenched 5
communities 8
prevailed 16
dissenting 7
revolt 24
favorable 22
zealous 11
shopkeepers 6
inspiration 10
romance 11
legend 3
annal 1
richard 6
psalm 1
prophets 2
parables 1
evangelists 1
heathen 2
philosophic 5
apocalyptic 1
visions 3
broadcast 2
unoccupied 6
monument 5
substituted 10
catechism 1
interpretation 10
wards 7
scarcely 60
compulsory 8
adam 5
crucify 2
sinners 4
dy 1
deluge 2
drown 8
elijah 1
ravens 1
felix 1
favor 74
dames 1
itinerant 1
parsons 1
schoolhouses 3
mothers 11
illiteracy 5
diffusion 3
harvard 8
primarily 6
godly 2
dartmouth 3
princeton 4
dissent 7
sectarianism 1
academy 2
forerunner 1
benjamin 18
reflected 39
representation 26
tutoring 1
adversity 3
contest 51
vie 3
autobiography 5
classic 4
classroom 2
theology 7
bunyan 1
defoe 1
plutarch 4
locke 6
innumerable 35
spectator 2
recognition 30
savants 1
discoveries 4
electricity 16
unconsciously 28
lesser 19
educated 18
fruitful 5
ability 13
enlightened 3
printing 14
censor 2
discussing 12
publishing 3
precarious 3
journalism 2
refrained 11
criticizing 4
languished 1
courant 1
dissuade 2
rewarded 8
censorship 5
unlicensed 1
uncontrolled 3
broadsides 2
vested 20
reign 36
elizabeth 8
prerogative 5
publish 3
approval 56
royalist 3
vigorous 38
licensing 3
troublesome 10
arose 48
archbishop 2
mete 1
publishers 3
liable 140
displeasing 1
governments 33
mercury 36
apologize 12
zenger 3
publisher 3
criticising 1
unlucky 6
attorney 5
approbation 4
forthcoming 8
printer 2
trial 36
outburst 14
rejoicing 12
vigilance 4
almanacs 2
enriched 3
fireside 3
taverns 4
patrick 9
samuel 26
spelled 1
poring 1
almanac 1
paine 19
exalting 1
assembly 39
impetus 9
collision 12
decades 11
surrendered 24
choice 44
legislatures 65
officer 440
pardons 3
reprieves 2
militia 41
levied 4
troops 304
martial 14
rebellion 27
claims 37
adjourned 4
projects 24
objectionable 5
hampden 1
battled 1
palace 30
berne 1
improve 19
pretensions 7
grated 2
antipathy 8
favors 11
displeased 17
reappearance 3
anew 4
wrath 17
tendency 81
representatives 92
multiplied 8
generosity 11
invite 7
taxpayers 5
voter 3
freeholder 2
sterling 4
content 27
assemblies 23
salaries 3
electing 4
treasurer 2
dole 1
contests 10
imagined 45
relates 5
humor 16
courteous 8
sale 22
spur 4
caesar 9
meat 14
encroached 1
prerogatives 4
laments 1
diminishing 14
echoed 4
levelling 2
prevail 8
unhinged 1
idolized 1
ballot 47
posts 22
preferments 1
provincials 7
traceable 1
maintained 40
revoked 3
courts 44
dispense 6
tutelage 4
ministry 12
earle 1
episcopate 1
dexter 1
duniway 1
greene 6
mckinley 38
roles 2
undemocratic 2
contemporaries 27
payne 4
strife 8
welded 1
imperative 6
burdens 8
fusing 1
resisting 7
allays 2
virulent 15
temporarily 19
stops 5
hostile 25
conflicts 11
humiliated 4
disaster 13
armada 2
presenting 15
coherent 1
irregular 45
consistent 10
matured 5
frontiers 12
ax 11
calculation 6
keg 2
gunpowder 13
guns 105
destructive 25
squanto 1
samoset 1
teaching 17
wilds 2
natives 11
treating 22
precision 12
pequots 2
sensing 1
doom 6
philip 8
massasoit 1
tribesmen 1
extermination 4
algonquins 2
mohawks 2
opecacano 1
powhatan 1
launched 14
massacre 11
ablaze 4
nathaniel 4
bacon 8
stir 34
adequate 7
plea 18
outposts 15
southeast 4
tuscaroras 1
virginians 1
location 7
consistently 6
conciliation 11
vanguard 17
negotiations 33
treaties 20
belligerent 4
cherokees 1
creeks 1
enlisted 8
enterprises 11
lawrence 6
engrossed 13
quebec 10
montreal 3
menace 15
empires 2
louis 38
jesuit 4
rangers 5
endings 1
intrigues 18
rivalries 2
allies 21
expanding 5
marquette 5
joliet 3
salle 3
gulf 13
builders 8
orleans 31
gateway 12
niagara 2
formally 4
drained 12
lofty 28
constructing 4
boeuf 2
erie 14
venango 2
allegheny 1
duquesne 2
junction 46
streams 10
notoriously 2
relinquishing 2
braddock 5
prussia 38
austria 51
defeat 44
wolfe 3
exploit 11
capturing 5
ganges 1
conquests 5
equaling 2
surpassing 3
magnitude 12
pizarro 1
pitt 14
genius 70
flourish 10
momentous 6
canada 27
ambitions 5
havana 3
ceded 8
macaulay 5
jealous 21
grudging 2
stingy 4
trades 10
theater 22
statecraft 4
cumulative 2
confederation 44
amity 3
mutual 17
succor 3
occasions 16
commissioners 16
extinction 3
peril 7
delegates 52
cooperated 2
forays 1
conference 30
scheme 23
disapproved 5
forecast 3
afterward 18
instructed 14
militiamen 25
morgan 5
lessons 20
operating 31
shrewdly 3
prowess 3
elm 1
spurned 3
bullets 39
memorable 18
financial 39
disorder 32
bankrupt 3
outlays 2
channels 14
enhanced 5
liabilities 1
precipitating 2
expulsion 5
administered 18
regarded 99
sovereignty 26
sphere 28
negotiated 7
culminated 3
operate 19
stuarts 2
struggles 6
parliamentary 8
turmoil 8
englishmen 3
mercantile 6
regulating 10
supervise 5
stricter 3
annulment 3
conferred 25
successor 16
inaugurated 14
throne 25
precipitated 10
unite 34
efficient 18
pattern 6
martinet 1
andros 6
ignore 4
tradition 10
despotism 7
dues 3
abrogated 1
episcopal 1
habeas 8
corpus 10
preacher 3
denounced 28
stayed 37
dethroned 1
kindling 4
beacon 1
response 18
overthrow 19
accession 6
greeted 25
thanksgiving 6
liberal 34
resumed 21
indifference 26
georges 2
hanoverian 1
honors 17
reigns 3
stoutest 2
defender 3
walpole 3
adopting 6
dogs 36
appreciation 7
exclaiming 4
enforce 27
arouse 15
slumbering 2
committee 36
mondays 1
thursdays 3
petitions 13
memorials 3
addresses 10
respecting 15
scrutinize 2
adoption 20
unsatisfactory 9
veto 9
disallowance 1
administrative 9
inherent 10
appellate 3
tribunals 4
aggrieved 3
forcing 6
declare 23
enacted 32
null 10
void 21
approve 16
peddlers 1
objected 13
restrictive 6
dispersion 3
regulated 5
foreshadowing 2
regulate 15
towering 2
towers 3
metes 1
complaints 8
rulings 2
chafed 3
weld 2
nourishing 6
irritations 1
rebound 1
sway 10
prevalent 5
foster 5
navigation 16
marine 7
manned 4
severity 44
compelling 6
freight 14
rates 44
competing 2
exportation 2
declaring 29
felts 1
dyed 2
undyed 1
intent 11
ruinous 8
plating 1
tilt 1
hammer 3
furnace 4
nuisances 2
ginger 1
consigned 3
embraced 44
naval 35
hides 3
manufacturers 21
guiana 3
barbadoes 2
jamaica 2
merrily 19
smuggling 3
supplemented 17
redounded 3
shipbuilders 2
producers 5
instances 23
bounties 8
handicapped 4
recipients 1
restricting 3
relating 19
rigidly 6
cargoes 4
boldly 34
epoch 16
welsh 2
intolerant 1
dictates 1
consciences 3
appealed 11
brotherhoods 3
undertook 9
plant 10
bartered 1
seacoast 4
conquering 5
kinship 1
supervised 1
assailed 11
inspired 15
critics 13
stanch 5
elected 42
transformation 15
fanned 3
wiping 15
merchandise 4
regulation 28
offset 10
determining 14
inspire 7
economists 2
unassailable 1
bradley 1
andrews 2
egerton 1
parkman 4
winsor 2
cartier 1
frontenac 1
illustrations 6
outcome 34
enumerate 14
mattered 3
hanoverians 1
beneficial 17
injurious 12
sloane 1
montcalm 1
grandson 8
elector 3
sophia 3
granddaughter 2
thorough 10
reigned 8
preferred 33
govern 11
representing 23
rudely 6
resented 12
imputation 2
display 16
draft 26
phrase 33
glory 46
briton 1
tastes 8
bloom 4
pleasing 9
imputed 2
flattery 4
absurdity 6
ascribe 5
princely 4
tutors 9
courtiers 19
notions 8
sacredness 2
dinned 1
slogan 5
bute 1
shaping 6
subdue 3
luster 1
non 41
conformists 1
haughty 4
overbearing 1
continuance 6
opponents 30
tories 16
restoring 9
divine 31
coveted 10
tory 5
controlling 8
nobles 9
favorites 3
leeds 1
manchester 5
birmingham 5
adult 19
males 17
boroughs 3
handful 13
bidder 1
rotten 7
grenville 10
incivility 1
crowds 32
entrusted 26
laborious 5
disordered 12
townshend 12
encountered 13
requisitions 1
taxed 5
regiments 34
restriction 12
issuance 7
remedy 24
authorizing 13
specie 11
scarce 6
creditors 22
proclamation 43
frontiersmen 5
adventurous 3
squatting 8
reserving 3
limitations 12
preservation 10
abuses 23
laboring 4
incurred 10
taxpayer 1
defraying 2
protecting 13
effectually 2
clandestine 2
conveyance 7
prohibitive 3
specified 8
calico 1
silks 3
neglected 16
registration 5
strengthened 18
commanders 60
stationed 31
authorized 29
supplementary 2
collectors 3
curtly 2
enforcement 18
avarice 2
forfeitures 1
authors 17
assent 9
appearances 30
incapacitated 1
skillfully 8
transactions 6
mortgages 7
inventories 1
writs 11
bail 2
liquor 12
diplomas 1
dice 2
calendars 1
drag 8
debated 5
barre 3
actuated 3
vindicate 1
violated 9
dispatch 21
accommodations 1
denunciation 6
protest 16
incensed 2
intimidated 6
patriots 14
grumbled 6
whig 18
aristocrats 1
seditious 1
factious 1
magic 7
committees 21
daughters 30
patriotic 19
assemblymen 1
drafting 3
phrased 5
rougher 2
riots 6
stamps 4
sacked 4
residences 1
inquisition 2
intimidation 8
curtailed 2
excesses 4
unloosed 1
quieter 5
spurring 2
clothing 25
devising 1
substitutes 2
foods 4
burgesses 3
unconstitutional 16
unjust 9
immortal 7
brutus 1
treason 22
orator 10
inviting 18
professing 2
respective 14
subvert 1
burdensome 4
heritage 5
supplication 1
supersede 1
foreshadowed 1
gadsden 4
yorkers 1
effectively 5
boycotted 1
idly 2
bankruptcy 4
workingmen 11
sown 5
reaping 4
protected 19
clothed 6
modified 20
compel 7
sponsor 3
jeopardy 5
unemployed 2
argued 16
cogently 2
retracing 2
wailed 5
prayers 14
riot 10
sedition 17
agreed 64
cheers 4
victorious 15
reluctantly 21
rescinding 2
contention 6
declaratory 3
subordinate 10
undoubted 7
demonstrations 8
bells 35
rung 4
toasts 2
repealed 9
thoroughness 1
earl 3
chatham 3
unconvinced 2
customs 15
resident 5
treasury 36
july 38
exported 2
undersell 1
smugglers 3
legalized 2
manifestation 14
empowering 1
smuggled 3
hateful 3
gains 19
minion 1
hardships 5
illicit 1
hostility 22
application 73
duration 22
eloquence 6
tyrant 3
enabling 6
malice 3
desolation 5
wantonness 1
exertion 18
provoke 2
tumult 2
slender 22
drastic 18
insupportable 1
accordance 11
reluctant 15
frail 6
circular 19
intervention 24
condemning 14
independently 21
predicament 1
dissolution 20
rescind 2
indorsed 6
asserting 2
beseeching 1
redress 8
loyally 3
jostle 2
tease 2
regulars 10
snowballs 1
exasperated 7
wounding 3
withdrawal 17
undertaken 15
populace 5
josiah 3
quincy 12
quartered 11
mobs 5
convicted 6
lightly 35
punished 21
goaded 1
resisted 7
prisoners 118
traitors 14
pitched 11
alamance 2
lexington 8
gaspee 3
friction 16
overt 4
patrolling 1
ashore 3
boarded 3
seizing 32
crew 10
informer 1
creating 24
failure 35
boycott 1
transshipped 1
impost 1
reminder 5
arrangement 32
obnoxious 7
favoritism 3
dump 1
losses 26
irritating 13
annapolis 5
captains 12
dumped 4
harbor 9
flagrant 3
violation 15
meek 7
germain 1
tumultuous 2
riotous 5
rabble 7
prudence 4
employments 2
upholding 4
intolerable 12
stringent 2
curing 1
denouncing 4
subversion 1
viceroy 1
celerity 2
ineffective 1
eloquently 4
roundly 4
punishing 4
pleas 7
unanimous 8
destroying 34
jurist 1
mansfield 1
proceeding 10
lenity 1
resorting 1
punitive 5
enlist 3
canadians 2
gage 4
reinforcements 9
rebels 9
medicine 26
vindicated 3
doctrine 64
violating 4
thesis 1
distress 23
magna 2
carta 2
inseparable 3
conflagration 7
parchments 1
divinity 6
erased 1
obscured 5
realm 19
avowed 8
loyalists 10
firebrand 1
flooding 4
sentiment 33
rooted 5
countrymen 23
prosecute 4
beware 5
tantamount 2
submission 19
partnership 3
contemptible 9
treasonable 3
crush 22
stubborn 12
opinions 36
unseen 15
marching 29
veriest 1
urchin 1
gulled 1
heretofore 5
bewildered 16
clarify 1
oration 3
channing 5
frothingham 1
howard 3
preliminaries 3
morse 3
woodburn 1
lecky 2
systems 13
summarize 3
retaliate 3
assign 4
administer 7
spasmodic 3
appropriately 4
instigation 2
devices 16
moderation 10
disavowing 2
attacking 24
professions 7
athwart 2
wise 22
tenth 18
require 26
olive 7
wring 6
conciliatory 3
restraining 9
bloodshed 4
concord 5
forum 4
petitioned 4
interpose 2
behalf 23
calamities 5
stating 5
renounce 8
misled 4
designing 1
insurrection 12
condign 1
abettors 2
traitorous 1
prayer 41
intercourse 16
reconciliation 8
diplomatic 44
bunker 4
drumming 2
recruits 12
landgrave 1
hesse 1
contracting 6
crowning 2
hiring 2
mercenaries 1
essentially 15
howe 6
sail 6
prudent 2
honorable 18
dreaded 11
genuine 13
discussed 28
fishermen 2
backwoodsmen 1
pulpit 3
gatherings 5
fires 34
conferences 12
congresses 4
commonsense 3
ferment 8
pamphleteer 1
apologies 5
tracts 7
epithet 3
praising 3
claiming 6
ridiculous 14
oppressive 7
turkey 18
relentlessly 1
weighty 6
tolerable 4
alternative 11
pleads 1
slain 6
weeping 18
posterity 13
tyranny 9
extinct 2
virtuous 14
supporter 3
unanswerable 3
advocated 15
balked 3
abolishing 11
shrank 9
empowered 12
concur 3
wyeth 2
debate 33
uncertainty 16
suppressed 15
jefferson 119
delegation 5
severing 4
tidings 4
couriers 2
hamlet 1
documents 11
immortality 2
patriotism 18
vigor 13
indictment 7
greatness 23
landmarks 1
challenging 5
potentates 1
thrones 2
aristocracies 1
irresponsible 2
marston 1
moor 2
chateau 3
thierry 3
summed 6
decent 7
impelled 7
usurpations 2
enduring 7
endowed 14
unalienable 1
abolish 8
institute 1
organizing 7
prelude 4
privilege 13
consolidate 1
emissaries 1
doctrines 14
sympathizers 6
ultimately 21
constitutions 34
substitute 12
advising 4
adopt 15
expiration 6
destinies 1
renounced 7
deliberation 7
unchanged 13
outlines 3
models 1
senate 108
virtually 4
senators 44
corbin 2
curiosities 1
symbols 7
translated 7
circulated 5
statesmanship 2
poorly 4
vision 11
differences 14
apportionment 4
quotas 5
outlook 9
federation 41
sagacious 3
urge 8
desirability 2
undaunted 4
debates 15
jealousies 9
surrender 35
cornwallis 9
yorktown 9
sinews 3
creation 15
favoring 8
persisted 5
outspoken 5
mobbing 1
loyalty 15
outlaws 2
espionage 4
confiscated 5
proceeds 8
suppression 4
mob 25
tarred 1
feathered 1
deplored 8
defended 22
waged 13
conflicting 8
extravagant 3
galloway 1
testified 1
fifths 5
robertson 1
evacuated 5
callings 1
banishment 2
reads 8
graduates 1
prominent 69
anguish 3
assail 3
skillful 14
editorials 2
rhymes 1
satires 2
catechisms 1
obscure 11
pettifogging 1
attorneys 1
outlawed 4
banditti 1
generals 111
sneered 2
stung 3
taunts 2
misfortunes 15
befell 2
arnold 7
montgomery 4
harassed 3
harlem 2
heights 21
plains 12
reverses 6
pamphleteers 1
preachers 2
publicists 1
witherspoon 1
provost 1
forsook 2
freneau 1
cowardice 7
poem 5
ballads 1
flowed 27
unending 3
anniversaries 1
celebrations 1
opportunities 18
sermons 3
wiberd 1
decisive 21
thunder 9
explicitly 5
fervently 2
retreated 18
harried 3
pamphlet 5
tract 8
shrink 4
branding 1
coward 8
grounded 1
slavish 1
inadequacy 2
refuted 1
fortitude 3
glorious 10
ravaged 2
depopulated 1
habitations 1
weep 23
phases 9
evacuation 9
seizure 14
burgoyne 7
saratoga 5
encampment 5
monmouth 3
inclosure 1
morristown 1
rogers 5
kaskaskia 2
vincennes 2
lakes 12
conquered 10
camden 6
overran 1
cowpens 3
clashed 2
guilford 4
plundering 4
fortified 14
penned 3
channel 13
transports 5
privateers 7
access 53
worried 15
guerrilla 14
warriors 5
marion 3
sumter 5
pickens 1
technically 1
possessing 5
hemmed 7
linens 2
chinaware 1
exploits 10
seamen 8
insurance 5
dethrone 1
spectacular 4
merchantmen 3
reckon 7
possibilities 7
contending 4
accounted 8
disciplinarian 2
gallant 12
overwhelm 4
bases 5
shred 2
theatrical 4
clinton 2
talents 9
clashes 2
plagued 2
exaltation 2
beveridge 2
disabled 4
furnishing 3
indolence 5
starved 2
conway 2
cabal 2
benedict 5
immeasurable 5
traitor 20
druggist 1
horatio 1
seasoned 3
commentaries 2
teamster 2
negligible 5
sullivan 1
durham 1
briefs 1
anthony 8
wayne 1
surveyor 2
regiment 214
commanded 24
quickness 6
baron 11
steuben 2
schooled 2
regime 8
frederick 8
drilled 4
manoeuvered 1
cursing 4
lafayette 5
kalb 3
poland 26
pulaski 3
kosciusko 3
acquainted 21
siege 5
discipline 22
temperamental 1
cope 2
annals 5
drummed 1
hessians 3
disciplined 3
campaigns 21
bravely 3
brandywine 3
demonstrate 7
reluctance 7
kin 3
lacking 12
unaccustomed 6
lamented 7
consume 3
exhaust 3
bonus 1
privates 3
veterans 8
valiant 8
accuracy 7
minutemen 1
victories 19
bennington 1
defeats 5
undisciplined 1
veteran 3
delays 4
dallied 1
paralyzing 4
constituted 15
supineness 2
averred 2
promoted 21
inaction 2
inactivity 5
wounds 179
healing 99
unfamiliar 11
oversea 1
voyages 1
warships 4
preying 5
boats 11
outdone 4
hazardous 1
alienated 3
fretful 2
timothee 1
espouse 1
influential 4
independency 1
combatted 1
loyalist 1
propaganda 5
satire 5
rigors 4
bache 1
firing 81
aiding 4
powder 42
